,content,comment_all,label
14859,#郎说警事#【女婴被疯男当街劫持掐脖民警趁机解救】近日，一段男子当街劫持婴儿的视频，一名中年男子双手箍着一名婴儿脖子，蹲在路边，众人不敢靠近。民警迅速到场，但该男子拒不配合，一直用双手箍着女婴。警方以天气炎热，女婴不适为由劝该男子上警车乘凉，趁其放松警惕将女婴解救。...,,1
14860,@PreDr_Wu//CNN北京时间13日10：48抢先发布独家最新消息：由美国CIA参与此次调查的调查结果显示，吉隆坡飞往北京的马航MH370航班于8日2：20被马军机击落并坠毁于马六甲海域，发出攻击命令的是马空军总司令马德扎利-达乌德。CNN记者尚未从任何方面获知马方此次攻击民航客机的原因。,,-1
14861,【静海不静，“李文星”们该向谁求救】就像每一个完成学业后找工作的青年一样，李文星最后的生命轨迹，不无小波澜，却依然平直：今年5月15日，通过BOSS直聘投寄简历；5月18日，“北京科蓝公司”电话面试；5月20日，到天津静海区报到；7月14日，他的尸体在天津静海区G104国道旁的水坑里被发现。|静海不静，...,,1
14862,朋友在大润发捡到一个钱包，里面有卡数张，现金四千左右，动车票一张，名字叫刘学伟，失主请联系13895686886。大话帮帮忙扩散～@大话芜湖,//@大话芜湖:[赞][good]	,-1
14863,今天早上广西，田林，隆林，贵州，兴义，安龙，册亨，也发现了”☞各位亲朋好友注意了，现在东兰，长乐，大同，坡索，花香等地区猪肉已大面积出现钩虫，病猪来源于柳州鹿寨，鹿寨地区人早在两个月前就已禁吃猪肉了，此虫是寄生虫的一种，水煮不烂，油炸不熟，高温杀不死2城中路,,-1
14864,《酬金12万》寻人启事13930886687帮忙扩散，今天上午一个三岁多小女孩在锦绣花园小区附近被人拐走了，小女孩能说出她爸爸的手机号码从监控上看是被一个四十多岁男人抱走了现大人都急疯了有知情者请告之万分感谢看到信息的兄弟姐妹留意一下联系人张静杰139308866872泰安·岱宗银座,,-1
14865,【中国红十字会是山寨货】中国是唯一不加入国际红十字会的国家。加入国际红十字会要求账目必须向国际红十字会公开，中国认为这是干涉内政。所以成立了不同于国际红十字的冒牌货，简单点说，这个隶属于民政部的红十字会是山寨的。,给干女儿（郭美美）行方便[汗]	什么叫唯一？朝鲜也加入了？	回复@Belieber霍佳琪:路遇红色十字路口，请绕道。	,-1
14866,曝李天一第一个与女子发生关系不构成轮奸—李双江之子李天一涉嫌强奸罪于7日被批捕。李的76人律师团领队、法律大学副校长张爱国教授对媒体表示，李天一因第一个与被害女子发生性关系，不构成轮奸罪，只是以判罚较轻的强奸罪批捕，这是律师团所有成员共同努力的结果。..,,-1
14867,#扬州爆料#对于之前发布的不实微博我已删除并道歉，下面是我联系并询问了老爷爷与城管一事中的见证者(附近学校的学生)的说法。将老爷爷赶走就能一劳永逸吗？也许会换个地方卖，是不是还有更多像老爷爷的商贩？他们的生活该怎么办？文明城市人人有责，城管做法也没有错，有些小贩也有难处，望有够合理解决的办法。 |扬州·江都...,,0
14868,张学友经典世界巡回演唱会——金华站（来自朋友的视频转发）Superstar...,,1
14869,#千古情痴，花样宋城# #飞飞看世界# 来了桂林，怎么也不能错过大型歌舞《桂林千古情》 如果说在桂林看山水就像是浮光掠影的走过博物馆的话，那走进千古情，则是在明暗交替的光影里，去倾听那些不为人知的故事。或情怀，或生活，抑或是千年流传的儿歌，在孕育那些山山水水的土地上，永不停息。 ​ 展开全文c,[good][good]1	,0
14870,	  【维护“二战成果”是中俄领导人共识】维护二战成果的结果就是：1、日本国土面积只有四个大岛及吾人认定其他小岛。2、钓鱼岛等岛屿归还中国；3、琉球群岛不是日本的；4、南千岛群岛等属于俄罗斯。5、日本不得拥有军队和进攻性武装力量，不具有宣战权。这也是中俄两国最高领导人送给日本的“大礼包”。 ​	,转发微博	回复@宋忠平北京:在某些情况下可以属于中国	回复@芈星:各国都为自家的利益考虑，这样想也正常	只能说理想很丰满	应该的	好//@锄头对AK47:转发微博	回复@天丞道:援助朝鲜我们牺牲几十万人！援助越南最后换来一个敌人！如今的缅甸呢！菲律宾前脚拿我们钱后脚就骂娘，把巴基斯坦当巴铁其实是种错觉，他需要我们对付死敌印度我们共同敌人！别忘了他可是北约的后勤补给线！国人要冷静不能盲目的见谁给点好处！国内的愤青和脑残的舆论就开始吹这个巴铁那个中俄无敌！	“二战成果”：(1)日本放弃钓鱼岛，但没说归还中国。(1)琉球群岛至今日本也只是有行政权，没有主权。(3)根据雅尔塔协定，南千岛群岛归苏联占领。但苏联没有参加旧金山和约签字，留有争议。(4)日本至今没有军队。中俄领导人所谓共识对中国无帮助，对日本无损害，对现状无改变。俄国在娱乐，中国在意淫。	权力是一点点争取的，连争取的努力都不做，其结果就是被他人治理！	鬼子不正视、反省侵略历史，与所有邻国搞的很僵，只有抱美国大腿——当人家“干儿子”的份儿了[怒骂][鄙视]	必须必	北海道自古以来不是日本领土，北海道以前是阿伊努人的地盘，和族人统统滚粗北海道，把北海道归还给阿伊努人！	呵呵。这个枷锁有点像一战后的德国。打击日本最好的方法无非是打击他的金融与工业。	//@宋忠平北京:权力是一点点争取的，连争取的努力都不做，其结果就是被他人治理！	“二战成果”具体包括哪些内容？雅尔塔体系算不算？	“二战成果”具体包括哪些内容？雅尔塔体系算不算？《旧金山和约》签订之后，日本的地位是否还是“战败国”？	,0
14871,《创造101》总决赛22强名单，孟美岐第一王菊第二杨超越第七，蒋申与陈芳语被淘汰1.孟美岐、2.王菊、3.吴宣仪、4.yamy、5.段奥娟、6.李紫婷、7.杨超越、8.紫宁、9.赖美云、10.高秋梓、11.杨芸晴12—22：傅菁、刘人语、高颖浠、戚砚笛、徐梦洁、李子璇、吕小雨、吴映香、强东玥、陈意涵、许婧韵,杨超越加油努力[泪]1[泪]	妹妹，努力冲啊，别在怕的，创始人一直陪你@创造101-闻澜文化杨超越¡评论配图[爱你]	杨超越加油向前冲！！@创造101-闻澜文化杨超越¡评论配图	流泪，陈姐啊！	陈芳语好可惜	勇敢哭，大声笑，做你喜欢的自己，我们一直会在你身边陪着你！@创造101-闻澜文化杨超越¡评论配图	我的小米啊[泪]1[泪]2[泪][泪]3	张紫宁加油¡评论配图	吴可替代宣告天下仪举出道海南小甜豆了解一下始于颜值陷于才华忠于人品吴宣仪你的眼里有星星加油吧仪圆们陪你一起往前冲@创造101-宇宙少女吴宣仪[心]	吴宣仪c位出道吧@创造101-宇宙少女吴宣仪¡评论配图	感动。。豆子冲啊！¡评论配图	孟美岐你值得最好的位置！！@创造101-宇宙少女孟美岐O网页链接[心]1[作揖]1[作揖][心]	拜托山支大哥一定要C位出道啊！！	山有木兮木有支，梦遇美岐君可知？	孟美岐！！	美岐最棒啊啊啊啊优秀的你闪闪发光O网页链接	美岐美岐[心]	美岐你每一场公演都是很难的歌，这样你又要付出更多的努力去排练，舞台上的完美演出是你自己的努力换来的。你靠自己的努力赢得导师和队员的认可，我们也想努力让你站上属于你的位置。在我心里，舞蹈，vocal，rap全能的你就应该站在c位。大家都帮帮忙投美岐一票，让美岐c位出道吧。	孟美岐给我冲啊！！！！c位出道吧！！！	@weifu67:不忘初心孟美岐...选择从零开始的你，让我们看到更努力和积极向上的山支，变得更外向的孟美岐...就是这样的你，让我们更深深的被你吸引...继续加油，继续闪亮我们的双眼……因为你是我们的孟美岐@创造101-宇宙少女孟美岐	🌈小彩虹徐梦洁一定冲啊！¡评论配图	孟美岐妈妈爱你冲啊¡评论配图	昨天那个救救谁的热门来着，今天怎么没见救上去啊？[摊手]	吴宣仪加油永远支持你@创造101-宇宙少女吴宣仪¡评论配图	唱跳rap全能的山支大哥.c位她不当，谁来啊¡评论配图[酷]	孟美岐请你C位出道¡评论配图[心]1[心]	,1
14872,请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、多美滋、雅培、美汁源果粒奶优菠萝味的。都含有肉毒杆菌。现在紧急召回。都转下！！！🔔🔔,,-1
14873,紧急通知：，妇幼保健院通知：现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、QQ星、美汁源果粒奶优菠味的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！,,-1
14874,现急找一名职中学生，叫刘冻雪，16岁，请速回鲁甸县医院，妈妈在地震中伤的很严重，想最后见她一面，姐姐号码：13751977218，爱心接力，好人有好报@西藏昌都人韩红@谢娜@何炅,,-1
14875,		【马蓉称捉奸和转移财产都是谣言 将对离婚案继续上诉 】今晚，#马蓉#发文表示不认同法院对她和#王宝强#离婚案的判定，决定在收到书面判决后继续提起上诉。她称“捉奸”、“转移财产”、“孩子并非婚生”等都是谣言，她依然会相信法律的公正，将通过法律来维护自己的合法权益。|马蓉称捉奸... ​		,合法权益是马蓉，不知妻美刘强东，一无所有王健林，普通家庭马化腾，悔创阿里是马云，名下无房潘石屹，平平淡淡陈宗早……还有吗？[可爱]	臭不要脸我是一名画画爱好者，希望所有人都能看到我的画。很多画家过世才被知晓，劳烦您来我微博看看。我不接单不卖画，只送画，不收任何费用。画的每一张画都会送给大家的。[怒]2[怒]3[怒]4[怒]5[怒]1[怒]	欺骗王宝强，坏女人[挖鼻]1[挖鼻]2[挖鼻]	要点脸行不？非要出示床照才认？	她真的可以载入史册了	小编阅读理解能力堪忧	有时候承认错误比较重要	现在骂马婊还有人赞吗？不要脸	人不要脸鬼都怕	至少，出轨不是谣言，这个贱人	反正也是不要脸了	病的不轻	前有古人潘金莲，后有来者李小璐，一窝鸡	一次次刷新我对不要脸的看法	人不要脸，天下无敌，还影响宝宝的工作，最近唐人2宣传期都不见宝宝	这个女人有病，绝对🈶精神病[喵喵][喵喵]1[喵喵]2	垃圾	可出轨是事实啊	戏真多	否认了“捉奸”又不代表马没有奸情蓉啊长点儿心吧	好啊，亲子鉴定啊，来啊	吗的出轨是真的吧	谁对谁错，到现在也说不清楚了。事情的进展已经开始让人琢磨不透了。到底真相是什么情况？现在都理不清结果。	卧槽，没转移财产，宋喆怎么进去的？应该是精神有问题，该去看病了	她现在发表声明，并且没有关闭评论，就是为了收集网络评语，有利于接下来的上诉！骂的越厉害，越是在帮她！	这种人心里承受能力是真强	走走走，我带你做头发去[并不简单]2[并不简单][并不简单]1	社会人渣，讲多无谓。	她是生活在她自己的世界里么	怎么那么不要脸呢	睡法官有可能胜利	留点脸给自己不行么	,0
14876,	  #2018圣所林俊杰世界巡回演唱会# 这次为大家准备了10张“JJ”重庆演唱会的门票，想要吗？关注+转发并@ 3个好友，7月26日当天抽10个老粉拿走不谢！阿尔卑斯天然矿泉水，林俊杰演唱会唯一指定用水@林俊杰巡回演唱会微博 ​​​	,再次郑重声明：本次开奖当天中奖的老粉，如需将票转让或卖给他人，不得加价，且只允许卖给本次参与活动的JJ铁粉，如发现有人恶意加价或变卖给非参与活动的老粉门票，将取消中奖资格，重新抽取。请广大粉丝进行监督[酷]	圣水爸爸又来咯@容貌平和啊@糖豆儿L@这个夏天-你遇见的Summer;;¡查看图片	这里这里[泪]1[泪][泪]2	这是我最后的希望🙏🙏🙏	来嘛～重庆走一波@_ZhEnGzHeNg_@Linli-Mino@ZoE_ChAnJ	❤️喜欢JJ12年	我也想试试哈哈哈@惠惠惠会有票的;;@荔枝没有寒天;;@她说一眼万年在江南;;	圣水爸爸，能不能看看我，让我欧气满满💜💜@頔呦@瘦不了_先生@JM因林而在	@小嫒Zz;;@tang爱tang爱;;@璠fan_;;	#人生必去的林俊杰演唱会#求票求了好几天，这是我最最最后的希望了拜托拜托，就在家门口超想去一次JJ的演唱会了@么凹小妞;;@源倾静宝;;@凯源倾嘉;;看过来¡查看图片[爱你]1[爱你][爱你]2[心][心]2[心]1[作揖]2[作揖]1[作揖]	@Jessie鱼儿会飞@jessica顺顺哒@我是三三333;;如果中了，我免费给我林的小迷妹🤗🤗🤗圣水大大快眼熟我，啊啊啊啊我在火辣辣的山城	@剪云者z_z@潘小判@敬狗屎#阿尔卑斯饮品#已经买了好几箱了，拜托！拜托！拜托！可怜没有票的孩子吧，到家门口开演唱会了不想在场外蹦迪¡查看图片[求关注][求关注]1[求关注]2	@一个柒玖;;@kill艳火_;;@风pro;;喝水只喝阿尔卑斯这是我最后的希望了救救孩子吧[跪了]7[跪了]6[跪了]9[跪了]8[跪了]3[跪了]2[跪了]5[跪了]4[跪了]1[跪了]	只要能见面，只要再见面，足够	@CinnaLee@Chelsea1307@Twilight-1307试试[米奇比心][米奇比心][米奇比心]	咦又来了@L刘尚菲_;;@一枚小姐姐呢;;@林家小秋1307;;	这是我最后的希望！土豪，让我中奖吧@江江不想上班了___@赫连柑;;@门垚减土帮我转发抽一下吧[允悲]1[允悲]2[允悲]	@不灵盖磕马路牙子上卡秃噜皮了@J式范@宇宙无敌月老;;哈哈，我又来了！请眼熟我喝水就喝阿尔卑斯矿泉水[色]	@Accuser·;;@AmouReux-327;;@我就不信都和我重名;;重庆约啊啊啊啊啊啊啊啊[doge][doge]2[doge]1	啊，想要这种好运气@斑驳的记忆--@A-Dai呆@1234568小号;;[笑而不语]	圣水爸爸，最后一点希望了，盼星星盼月亮🌙，盼幸运降临我身上[跪了]2[跪了]1[跪了]	成都没有！坐标重庆，来啊啊啊啊啊啊啊啊！圣水爸爸求捞捞捞捞捞捞捞！！！！！！🏃🏃🏃🏃🌸🌸🌸🌸🌸@迪希上南;;@Jamie杨大学;;@学打麻将胡一天;;[允悲]1[笑cry]1[笑cry][允悲]	照常幻想一下～@跳疯了的兔子;;@胡撩撩x;;@田木木夕	@许JJ@一口元气酸奶@丶燃大人丶爱笑的眼睛[doge]	确认过眼神@跟你一起去讨厌@是你云嫂呀@高贵的洋葱圈[心][心]2[心]1	啊啊啊啊啊啊啊啊选我选我经历了成都重庆抢票N连跪@阿尔卑斯饮品@CAETLRE@陈茶宝@邓先森sQ;;你说我怎么办	无锡的呼唤	我再来发一波圣水爸爸看过来@llmmllLML@露啊露露露@楠哈哈mua[心][心]2[心]1[心]6[心]5[心]4[心]3	@勋-忠;;@LOY日久生情;;@淡然-蓉;;@hello丶李同学;;@晓晓晓晓晓青;;@Amy-佳爺;;@hs花生;;给我赞	哈哈哈哈家人们又要疯了	💜喜欢JJ很多年啦初中的时候和同学天天听JJ的歌（那些你很冒险的梦、简简单单……都是太美好的回忆了这次终于到重庆了没抢到票的我最后一次机会了求求阿尔卑斯饮品给我安排一下吧[米奇比心]@遇见源的幸运;;@而卷儿睡过头;;@鱼姐姐_rouei;;[失望][微风]	“那些你很冒险的梦我陪你去疯”所以这场行走的CD盛宴一定要去看！票太难抢了秒空就在重庆难得这么近偶像的偶像让我拥有这份快乐吧[米奇比心]@Kitsch---@Mintsong_@生命中的少年们[失望]1[失望]	嗯嗯，试试运气🙋🙋🙋@孤星独吟7191;;@米修宝贝_4898;;@耿小浪	@伊拉克卖花姥@找个好听的名字真难ya_@摇星辰-;;;[笑而不语]1[笑而不语]2[笑而不语]	抽我@楚纸涵@HSYHXQ@ERSI野子	@cherry要吃草莓;;@__Maketubu;;@宁小何;;汽博真的是演唱会的好地方。尤其配行走的CD	@剪云者paper;;@陳三歲的正妹;;@我叫张单身;;[笑而不语]1[笑而不语]2[笑而不语]	🙏拜托了林俊杰	每天转一次@小白白快快乐乐@HaeFaFa@一只承包林瓜酒窝的羊[可爱]	因为真的就小学开始就很喜欢听jj的歌虽然不饭他但是来到家门口了真的很想去现场听抢了两次票都没抢到真的哭辽希望欧气出现让我中吧真的好想听他唱歌@小魚同学的废博@权志龙的余瑶@志巃胜铉真的很想现场听他唱歌了别等到一千年以后世界早已没有我[泪]1[泪][泪]3[泪]2[泪]5[泪]4[泪]6[泪]7	看这里看这里，求中啊@DL静静姐@咚个哒哩哒_L@铁树杈儿开满了花[偷乐][偷乐]1[偷乐]2[偷乐]3	,0
14877,【当时我就震惊了洪水来了，母亲和妻儿先救谁?】邢台大贤村的高丰面对这道选择题，他“舍近求远”，本能选择了后者。事后，妻子拿着家里仅有的2000块，带着儿女离开了他。他说，希望得到妻子理解和原谅。她会原谅他吗?,太矛盾了吧，看起来是救了妻儿，妻儿因为没救婆婆带小孩离开？是不是没表达清楚	母亲是生命的源头	他的选择也是他的本能，妻子可以再娶，而老妈只有一个	给你们科普一下，这男的直接救他妈，抛弃他瘫痪的父亲和妻子两个孩子，他老婆一个人把两孩子和瘫痪的公公弄到楼顶才活下来。打这么多字只是希望一个好女人不要受到这么多非议。	回复@如婧如织:他救了母亲	我觉得不能原谅	不可言，不可行，都是错	我只负责两种人，生我之人和我生之人。	将心比心下，你就理解了。	救谁都没错，哪个都该救🌹	回复@一米阳光三寸暖1:孝子？那为什么一个孝子会丢下自己腿脚不方便的老父亲不管	这是千古难题啊	回复@一米阳光三寸暖1:他明白清楚那样的大雨人都要爬到房顶上去，他舍近求远去救母亲，留下两个小小孩，腿脚不方便的父亲还有妻子，还信任他妻子能自救的同时还要照顾三个老弱病残？！如果等他回来时这四个人都被水冲走了呢？！	回复@一米阳光三寸暖1:可能你没结婚还不懂，但是你设身处地想一下，如果你以后嫁到了这样的男人呢？如果你是男的，以后你的女儿嫁到了这样的男人呢？	回复@x墨染蔷薇x:那你媳妇属于哪种？	最主要的不是母亲和妻儿的问题，是瘫痪的爸爸是妻子救下来的。瘫痪的。妻子当时要多无助。	回复@可暖胃大叔:如果他瘫痪的爸爸不存在，他就没有错。	回复@苏打泡沫7:那爸爸就有很多了？	回复@如婧如织:他救了母亲，他的妻子救了儿女和他的父亲。	,1
14878,一男子闯入午托居民屋刀砍16名儿童致3死13伤！幻想无限的意境：广西平南；StaceyKent美妙的世界！她的声音总是有一种令人无法抗拒的魅力……却让你思绪万千；勾勒着极简单的画面、用极简朴的词。,,-1
14879,急找孩子，帮忙扩散，2月12日上午三岁多女孩在江苏省徐州市沃尔玛附近被人拐走了，女孩能说出爸爸的手机号从监控上看是被一个四十多岁男人抱走了现大人都急疯了有知情者请告之万分感谢看到信息的兄弟姐妹留意一下联系人张静杰13759695559谢谢2海鸥路,,-1
14880,寻人启事，今天上午一个三岁多小女孩在锦绣花园小区附近被人拐走了，小女孩能说出她爸爸的手机号码从监控上看是被一个四十多岁男人抱走了现大人都急疯了有知情者请告之万分感谢看到信息的兄弟姐妹留意一下联系人宁继春13940292999，求转[em]e328170[/em][em]e328170[/em]2武侯祠,,-1
14881,原来是真的，幼儿园都发通知了，家长们注意啦：现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、QQ星、美汁源果粒奶优菠萝味的。都含有肉毒杆菌。现在紧急召回【内容来源于网络】,真的	回复@康3000:假的	回复@康3000:都被人把我举办了，发布不实信息。	,-1
14882,		【严防严控安全风险 及时消除安全隐患 今年我市将抽检食品药品10万余批次】4月18日，市食品药品监管工作会消息，为严防严控食品药品安全风险，今年我市将完成食品抽检98670批次、药品医疗器械化妆品抽检9550批次，并加大不合格产品核查处置力度，及时控制消除风险隐患。（网络图） ​		,,0
14883,#咸阳身边事#【咸阳19路公交车司机与乘客发生激烈口角司机已被停职】昨天下午，咸阳19路司机与车上的乘客发生口角，记者今天从所属的咸阳公交第二公司了解到，目前这名司机因违反工作纪律已被停职，目前在接受教育。具体发生口角的原因，公司负责人表示，因为昨天重污染天气，咸阳城区公交免费乘坐，乘客上车后不知道免费，自己刷卡多几次没刷上，司机告知乘客今日免费乘车后，随后因此事发生视频中的激烈口角争执。（王晶）via第一新闻,@可爱的名字_	,1
14884,		因为你的认真，才让国风经典永远流传下去! //@李玉刚:也许我粉丝没那么多，但对于国风我是认真的！		,,0
14885,中国人民解放军：上午10点路过中山陵前湖路口，看见一挂军牌车辆逆向闯红灯被交警阻拦!军车司机不但不听劝告，竟然用车顶交警！军车数次用车顶挤交警，交警毫无惧色!再此严厉警告!军车仍蛮横不...文字版&gt;&gt;（新浪长微博&gt;&gt;）,希望大家多关注一下这个正能量的交警要不别被中国政府给谋杀啦。可爱的正能量。@人民日报@财经网@薛蛮子@山东卫视张晓磊[给力][good][围观]	交警好样的，赞一个可是博主您都不看新闻的么？尼玛解放军5月1日就统一换新式军牌了，您这7月底拍的军车还挂的老式军牌能不秀下限么？怪不得您@的几个大V都没理你…[good]	转发微博	军方一定会说，这车挂的是假军牌//@風圗騰://@平淡是铮-柄叔:转发微博	还正能量呢[汗]	不是假军牌就是旧新闻，假新闻，新军牌都换多久了。拜托造谣也用点智商好吧。。。专业点成不[嘻嘻]	车牌还是老牌，楼主想粉想疯了！	,-1
14886,寻人启事13940292999。有线索酬金10万帮忙扩散，今天上午一个三岁多小女孩在锦绣花园小区附近被人拐走了，小女孩能说出她爸爸的手机号码从监控上看是被一个四十多岁男人抱走了现大人都急疯了有知情者请告之万分感谢看到信息的兄弟姐妹留意一下联系人宁继春2西大街,你受骗上当了，这是虚假消息！请看辟谣网址（O谣场现形记）。尽快删除帖子，因为已被举报。	,-1
14887,#牙齿矫正# #广州# #牙齿正畸# 很多人觉得矫正非常神奇，对人的面部影响很大。其实，口腔正畸利用的是一个破坏与再生的机制。不论年纪大小，人都是在不断的新陈代谢，旧的细胞死亡，新的细胞形成，如此反复。而牙槽骨的特点在于丰富的血液循环，所以代谢活跃，改建能力就强大。简单来说就是：牙齿受力 ​ 展开全文c,,0
14888,#早安苏醒#110已证实不是假的！大家注意！紧急通知：家里有孩子的大人都看好了，江苏省来了1000多外地人专偷小孩抢小孩的苏州已丢20多个，已解剖7个拿走器官！今天学校也给家长开会呢，说凡是街上转悠，跟到家门口楼下就走了，面包车，收粮食的车，收旧家电的，人带黑口罩，穿黑裤子，有问路的千,,-1
14889,		青春不过几届世界杯 泪目！世界杯一届一届如期而至，从未缺席，大力神杯在不同的队伍间流传，而当年看球的少年少女，也已经青春不再……青春是什么？不过是远去的时光和很久不见的伙伴，不过是几届世界杯！#上优酷看世界杯# ​		,中国队你什么时候进世界杯¡评论配图	真的还记得以前的荷兰，不知不觉过去了八年[跪了]	当初和你一起看书的人还在你身旁么	哭的多	好看的拉拉队	黄熙灿司马	06年阿根廷对塞黑，初见梅西，转眼间已过了一十二年	等中国队踢进世界杯，感觉我的青春才完整¡评论配图[摊手]	四年前和前女友打着看世界杯的幌子开房	那一年的卡卡[泪]	最后一个真的暖阿	岁月你别催该来的我不推岁月你别催走远的仍要追	我支持中国队。	14年的夏天约好18年一起去俄罗斯的我们四个，18年的夏天却再也联系不上了	我这辈子做的最对的事情就是喜欢足球和喜欢英语[泪]1[泪]4[泪]5[泪]2[泪][泪]3	青春真不过几届世界杯好感概哦妹纸们遇上喜欢的人不要错过，遇见喜欢的包包要剁手¡评论配图[鲜花][鲜花]1[允悲]3[允悲]1[允悲]2[允悲]	中考那年刚好世界杯我们班男生就住隔壁看了一晚上球第二天起来考试	我喜欢的内马尔也从22到26了	94年我出生妈妈坐月子跟我爹看了世界杯98年4岁为数不多的玩具是那个响着“噢勒噢勒～”的小足球02年生日前不久国足0比4巴西眼泪滴在了爸爸买的巧克力蛋糕上06年决赛看睡着了意大利夺冠的时候爸爸跟黄健翔一样疯狂拼命摇醒我10年悄悄跑出去跟家明在麦当劳看世界杯买两对鸡翅看一晚上比赛	时间总是在往前走，而我们却在不同的地方，和不同的人，牵着不同的手，喝着不同的酒，骂着不同的对手，但永远永远……爱着同一支球队。	10年南非世界杯，那个暑假我开始学会打球，到现在已经八年了，篮球已经成了我最大的爱好，时光好快啊	四年前，巴西世界杯，我高二，那个时候每天带着班上一群人买彩票，然后我在里面抽一成的税，哈哈哈，想不到我当时这么有商业头脑，先在已经大三了，也考上了自己喜欢的专业，回过头去看，只有无限感慨啊	匆匆那年[干杯]	我更心疼的是郑智，预选赛最后一场差点没哭出来	八年前我看球是因为寻找和你的共同话题，即使看不懂也一场不落的把西班牙的球赛看完。现在我看懂了球赛，和你也再无交集了。只有我依然爱的西班牙。	@SIERJIU思耳旧	@CCT没有V是陈大喇叭;;[哈哈]	四年一次，真的不想错过！	记得四年前，你问我西班牙踢荷兰谁能赢，我说一比零西班牙赢，然后你很开心的去买了彩票，结果西班牙被荷兰怒灌五球；几天前，你又问我俄罗斯沙特谁能赢，我说沙特不败，你还是很开心的去买了彩票，结果沙特被怒灌五球，所以，赌球害人，远离世界杯…	岁月如梭转眼即四年，四年前差不多这个时候毕业的，现在背负的承担的东西越来越重。愿历尽千帆，归来仍少年。	@李爽的小狗子;;你的阿根廷球迷媳妇[哈哈]	,0
14890,再过三个小时的那门课程的老师 是一个头发稀疏个子矮小的中老年男子 他身上还是有一些很浓的书卷气 只是可能因为他近视总是眯着眼睛 给人一种色眯眯的感觉 大家都说他男女通吃 我还是很难想象他这个个子在别人身后的样子 所以在谣言和他之间 我谁都不信 不过遇不到不了解他的学生 我还说会说 “诶 你知道吗这个老师男女通吃” 但我倒是目睹了他加班里好多同学的微信 并且存活在大家的朋友圈互动 好在我和他说的话最多也不过20句吧,,0
14891,天天老北京；北京时间3月12日消息，在83版《西游记》中扮演孙悟空的演员六小龄童(章金莱)，3月12日早上八点病逝于浙江绍兴慈济医院，享年53岁。如果他给你的童年带去了无数欢乐，如果你觉得他是无可超越的经典，请默默转发，让更多人祝愿猴哥一路走好!我在:2板仓北路,煞笔博主	,-1
14892,		外汇黄金首席分析师提示：不怕你了解，不怕你见证，就怕你走马观花听信谣言！用自己的眼睛去看，去辨别，去伪留真，是怎样就是怎样，跟上就赚到，严格执行，必定止盈！今日1270空单再次见证实力！ ​【黄金外汇】 ​		,,0
14893,		我做个预测也是希望exo和艺兴现在公开行程中11月和12月都是空白而网传大哥将最晚1月入伍那么我觉得10月是回归的时候10底九个人在釜山音乐节合体表演然后宣布九人回归开始新专辑活动，一直到大哥入伍前几天结束			...展开全文c		,我这边釜山音乐节的票源稳定绝对有票价格美丽要来心动一下吗有问题可以解答出了定金之后不满意可全退快来安排一下我8~(完整体啊爱丽们要疯了再不回归已经没了两个奖了[允悲]1[允悲]	,0
14894,‼️‼️‼️死づえ3系列的第三部，由于闹鬼被封闭的医院更名换姓重行开张，医院的恐怖传言愈演愈烈，医院护士的离奇死亡，早上医生查房神秘死亡的病人，死状怪异，恐怖传言的真相是什么，怨灵的真面目是什么，恐怖程度超过【咒怨】，【午夜凶铃】，怨灵的力量堪比富江，伽椰子，贞子，恐怖造型绝不逊色，有过之而无不及。喜欢看恐怖电影的宝宝可以来找我微信号：ZiYuan-Mu,,0
14895,#郑州限行#【12月4日起，郑州实施机动车单双号限行】继省内多个省辖市发布机动车限行政策后，郑州市昨晚也已确定将实施机动车单双号限行。具体限行区域是东三环&lt;原107辅道&gt;、南三环、西三环、北三环&lt;均不含本路&gt;以内区域。限行时间为2017年12月4日0时至2017年12月31日24时。——还有哪些城市会跟进？,,1
14896,太恐怖了我以后一定要拔掉！看看！以后给我插头拔拔掉！这个小女孩不幸死于电话充电器，就是因为大人平时充完电后没有及时把充电器插头部位拔出，小女孩拿起充电器另一头来玩含在嘴里，确不幸触电身亡！请各位都注意了平时充电器插座什么的都得小心，及时拔掉一定不能让小孩碰到！2幸福路,,-1
